score,adsh,form,file_date,file_type,file_description,root_forms,ciks,display_names,_id
14.694894,0000827052-22-000030,8-K,2022-05-03,EX-99.2,"EX-99.2 EIX Q1 2022 CONFERENCE CALL PREPARED REMARKS DATED MAY 3, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000030:eix-20220503xex99d2.htm
14.693117,0000827052-23-000064,8-K,2023-07-27,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED JULY 27, 2023",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-23-000064:eix-20230727xex99d1.htm
14.685177,0000827052-22-000075,8-K,2022-11-01,EX-99.1,"EX-99.1 EDISON INTERNATIONAL PRESS RELEASE DATED NOVEMBER 1, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-22-000075:eix-20221101xex99d1.htm
14.68397,0001004980-23-000088,8-K,2023-05-04,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-23-000088:pge-050423xpressrelease.htm
14.683792,0001004980-24-000107,10-Q,2024-07-25,10-Q,10-Q,10-Q,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-24-000107:pcg-20240630.htm
14.682665,0000827052-21-000004,8-K,2021-01-25,EX-99.1,"EX-99.1 PRESS RELEASE JANUARY 25, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-21-000004:woolseysubronewsreleasefin.htm
14.682521,0000827052-24-000013,10-K,2024-02-22,10-K,EIX/SCE 10-K,10-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-24-000013:eix-20231231x10k.htm
14.682016,0001558370-22-001929,8-K,2022-02-24,EX-99.1,"EXHIBIT 99.1 EDISON INTERNATIONAL PRESS RELEASE DATED FEBRUARY 24, 2022",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0001558370-22-001929:eix-20220224xex99d1.htm
14.680578,0001193125-22-194996,8-K,2022-07-15,8-K,8-K,8-K,"0000075488,0001918072",PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001193125-22-194996:d373531d8k.htm
14.680456,0001193125-22-023338,SF-1/A,2022-01-31,EX-10.2,EX-10.2,SF-1,"0000092103,0001826571","SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103) | SCE Recovery Funding LLC  (CIK 0001826571)",0001193125-22-023338:d368069dex102.htm
14.680189,0001193125-19-217519,8-K,2019-08-09,EX-99.2,EX-99.2,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001193125-19-217519:d790969dex992.htm
14.679139,0000827052-20-000133,8-K,2020-10-27,EX-99.1,"EXHIBIT 99.1 EDISON INTERNATIONAL PRESS RELEASE DATED OCTOBER 27, 2020",8-K,"0000827052,0000092103","EDISON INTERNATIONAL  (EIX)  (CIK 0000827052) | SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PH, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103)",0000827052-20-000133:eix-sceexhibit99x1q320.htm
14.677296,0001004980-20-000008,8-K,2020-02-18,EX-99.1,EX-99.1,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0001004980-20-000008:pge-123119xpressrelease.htm
14.676738,0001193125-22-194996,8-K,2022-07-15,EX-10.2,EX-10.2,8-K,"0000075488,0001918072",PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Wildfire Recovery Funding LLC  (CIK 0001918072),0001193125-22-194996:d373531dex102.htm
14.674705,0001193125-25-293707,8-K,2025-11-24,EX-10.2,EX-10.2,8-K,"0000092103,0001826571","SOUTHERN CALIFORNIA EDISON Co  (SCE-PG, SCE-PJ, SCE-PK, SCE-PL, SCE-PM, SCE-PN)  (CIK 0000092103) | SCE Recovery Funding LLC  (CIK 0001826571)",0001193125-25-293707:d49496dex102.htm
14.670313,0001193125-22-146523,8-K,2022-05-11,EX-10.2,EX-10.2,8-K,"0001918072,0000075488,0001004980","PG&E Wildfire Recovery Funding LLC  (CIK 0001918072) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488) | PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980)",0001193125-22-146523:d290310dex102.htm
14.664275,0001193125-23-014386,8-K,2023-01-25,8-K,8-K,8-K,0001822312,Jack Creek Investment Corp.  (CIK 0001822312),0001193125-23-014386:d423991d8k.htm
14.663575,0000950157-21-000825,8-K,2021-08-09,EX-99.1,INVESTOR DAY PRESENTATION,8-K,"0001004980,0000075488","PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980) | PACIFIC GAS & ELECTRIC Co  (CIK 0000075488)",0000950157-21-000825:ex99-1.htm
